#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2013,3,31,16,50,158,7.4,8.8,1.69,9.09,6.03,241,1017.7,12,10.9,999,99,99
2013,3,31,17,50,154,8.4,9.9,1.72,9.09,5.99,242,1017.9,11.9,11,999,99,99
2013,3,31,18,50,153,7.8,9.2,1.63,7.69,6,236,1018.2,11.8,10.9,999,99,99
2013,3,31,19,50,146,6.9,8.1,1.66,8.33,6.13,231,1018.2,11.8,11,999,99,99
2013,3,31,20,50,166,7.6,8.7,1.68,9.09,6,225,1017.5,12,11.2,999,99,99
2013,3,31,21,50,179,8.1,10.1,1.9,8.33,6.35,232,1017,12.2,11.3,999,99,99
2013,3,31,22,50,178,7,8.4,2.07,17.39,6.85,304,1016.7,12,11.5,999,99,99
2013,3,31,23,50,182,6.8,8.4,2.14,17.39,6.79,305,1016.4,12.1,11.5,999,99,99
2013,4,1,0,50,200,6.1,7.6,2.27,17.39,7,287,1016.3,11.7,11.5,999,99,99
2013,4,1,1,50,191,4.8,5.9,2.34,17.39,6.85,309,1016.2,11.9,11.5,999,99,99
2013,4,1,2,50,171,4.1,5.2,2.11,17.39,6.65,302,1016.5,11.9,11.5,999,99,99
2013,4,1,3,50,179,5.1,6.1,2.28,17.39,7.48,313,1016.9,11.8,11.4,999,99,99
2013,4,1,4,50,173,4.1,5.1,2.45,17.39,8.05,303,1017.3,11.9,11.5,999,99,99
2013,4,1,5,50,166,3.1,3.9,2.23,17.39,7.76,316,1017.5,11.7,11.5,999,99,99
2013,4,1,6,50,183,4.6,5.4,2.1,17.39,7.5,305,1017.6,11.8,11.7,999,99,99
2013,4,1,7,50,167,3.7,4.5,1.78,8.33,6.87,231,1017.5,11.6,11.7,999,99,99
2013,4,1,8,50,166,3,3.8,1.94,16,7.39,322,1017.7,11.5,11.8,999,99,99
2013,4,1,9,50,173,2.7,3.4,2.06,16,8.05,304,1017.9,11.5,11.7,999,99,99
2013,4,1,10,50,161,2.6,3.5,1.88,16,7.67,308,1017.8,11.5,11.7,999,99,99
2013,4,1,11,50,156,1,1.8,2.01,16,8.18,314,1018.1,11.5,11.6,999,99,99
2013,4,1,12,50,125,2.1,3,1.98,16,8.27,310,1018.5,11.3,11.6,999,99,99
2013,4,1,13,50,149,0.5,1.3,2.02,16,7.83,273,1019,11.4,11.5,999,99,99
2013,4,1,14,50,82,0.6,1.4,2.05,16,7.95,319,1019.8,11.3,11.5,999,99,99
2013,4,1,15,50,138,1.7,2.4,2.02,16,7.63,309,1020.3,11.3,11.4,999,99,99
2013,4,1,16,50,195,1.7,2.2,2.09,16,7.89,295,1020.8,11.5,11.4,999,99,99
2013,4,1,17,50,180,2.3,3,1.97,16,7.9,307,1021.4,11.5,11.6,999,99,99
2013,4,1,18,50,167,1.3,1.9,1.95,14.81,8.08,296,1021.6,11.9,11.9,999,99,99
2013,4,1,19,50,131,0.9,1.5,1.7,14.81,7.74,322,1021.7,12.3,12,999,99,99
2013,4,1,20,50,197,2.3,2.9,1.9,14.81,8.4,303,1021.9,12.1,12.8,999,99,99
2013,4,1,21,50,196,0.3,1.1,1.8,14.81,8.55,310,1021.6,12.6,12.7,999,99,99
2013,4,1,22,50,217,1.3,2,1.75,14.81,8.38,307,1021.2,11.7,12.7,999,99,99
2013,4,1,23,50,243,3,3.5,1.87,14.81,9.1,295,1020.9,12.6,12.4,999,99,99
2013,4,2,0,50,252,2.4,3.1,1.69,16,8.08,295,1021.2,12.8,12.5,999,99,99
2013,4,2,1,50,246,1.4,1.9,1.67,14.81,8.22,312,1021.4,12.1,12.4,999,99,99
2013,4,2,2,50,298,1.4,2,1.49,14.81,7.85,302,1021.6,11.8,12.4,999,99,99
2013,4,2,3,50,359,1.1,1.5,1.64,14.81,8.21,311,1021.7,11.8,12,999,99,99
2013,4,2,4,50,46,2.6,3.4,1.56,14.81,7.95,310,1021.6,11.5,12.1,999,99,99
2013,4,2,5,50,51,2.3,2.9,1.45,14.81,8.05,325,1021.7,10.3,12.1,999,99,99
2013,4,2,6,50,154,0.5,1.3,1.62,14.81,8.9,301,1021.9,9.9,12.1,999,99,99
2013,4,2,7,50,180,0,0.4,1.37,13.79,8.09,308,1022,10.5,12,999,99,99
2013,4,2,8,50,287,3,3.8,1.46,14.81,8.94,316,1022.3,11,11.9,999,99,99
2013,4,2,9,50,310,4.4,5.4,1.29,14.81,7.96,304,1022.3,11.2,12.1,999,99,99
2013,4,2,10,50,329,4.5,5.3,1.33,14.81,8.5,289,1021.5,11.3,12,999,99,99
2013,4,2,11,50,333,4.2,5.1,1.6,14.81,9.11,305,1021.6,11.4,12.1,999,99,99
2013,4,2,12,50,328,4.8,5.7,1.65,14.81,9.12,293,1021.9,11.4,12,999,99,99
2013,4,2,13,50,317,4.6,5.4,1.39,13.79,8.19,292,1021.9,11.3,11.6,999,99,99
2013,4,2,14,50,334,5,6.1,1.66,13.79,8.83,292,1022.1,11.2,11.5,999,99,99
2013,4,2,15,50,337,4.4,5.9,1.6,13.79,8.35,305,1022.6,11.1,11.3,999,99,99
2013,4,2,16,50,319,4.1,5.1,1.46,13.79,8.06,281,1022.9,10.9,11.2,999,99,99
2013,4,2,17,50,333,4.4,5.5,1.34,12.9,7.62,292,1022.9,10.9,11.2,999,99,99
2013,4,2,18,50,316,4.3,5.9,1.24,13.79,7.43,288,1023.4,11,11.2,999,99,99
2013,4,2,19,50,318,5.2,6.6,1.34,12.9,7.53,302,1023,11,11.3,999,99,99
2013,4,2,20,50,325,5.6,6.6,1.38,13.79,7.81,296,1022.3,10.9,11.4,999,99,99
2013,4,2,21,50,318,6.4,7.6,1.15,12.9,6.15,299,1022.3,10.9,11.5,999,99,99
2013,4,2,22,50,310,6,7.4,1.21,13.79,6.46,276,1021.4,10.7,11.4,999,99,99
2013,4,2,23,50,320,6,7.2,1.13,13.79,6.33,321,1021.1,10.5,11.3,999,99,99
2013,4,3,0,50,309,7,8.9,1.18,12.9,6.46,299,1021,10.1,11.3,999,99,99
2013,4,3,1,50,317,6.3,7.4,1.27,13.79,6.33,308,1020.3,10,11.2,999,99,99
2013,4,3,2,50,314,6.2,8.4,1.23,13.79,6.15,304,1020.7,10.1,11.2,999,99,99
2013,4,3,3,50,308,7.3,9,1.28,12.9,6.25,289,1021.4,10.2,11.1,999,99,99
2013,4,3,4,50,322,7.5,9.5,1.21,12.9,5.44,313,1021.8,10.1,11.1,999,99,99
2013,4,3,5,50,325,6.2,7.8,1.4,13.79,6.29,301,1021.7,10,10.9,999,99,99
2013,4,3,6,50,340,6.1,7.3,1.23,12.12,5.25,296,1021.2,9.7,10.8,999,99,99
2013,4,3,7,50,321,5.4,7.1,1.25,12.9,5.67,290,1021.6,9.6,10.8,999,99,99
2013,4,3,8,50,323,5.1,6.4,1.22,12.12,5.57,318,1021.4,9.1,10.9,999,99,99
2013,4,3,9,50,322,4.4,6.7,1.4,12.9,6.42,305,1020.8,9.2,10.9,999,99,99
2013,4,3,10,50,344,2.8,4.3,1.15,11.43,6.22,292,1020.3,8.8,10.8,999,99,99
2013,4,3,11,50,326,2.4,3.3,1.14,12.12,6.58,300,1020,8.5,10.8,999,99,99
2013,4,3,12,50,306,3.6,5.1,1.1,12.12,7.19,291,1020.1,8.8,10.8,999,99,99
2013,4,3,13,50,301,4.4,6,1.18,12.9,7.85,305,1020.4,8.7,10.8,999,99,99
2013,4,3,14,50,308,4.5,5.6,1.09,13.79,7.2,259,1020.6,8.8,10.9,999,99,99
2013,4,3,15,50,327,3.6,5.4,1.11,12.9,7.07,299,1020.9,9,10.8,999,99,99
2013,4,3,16,50,319,4.5,5.4,1.13,12.9,7.37,269,1020.8,9.2,10.8,999,99,99
2013,4,3,17,50,323,3.7,4.6,1.15,12.12,6.96,290,1020.9,9.2,10.8,999,99,99
2013,4,3,18,50,352,3.7,5,1.02,12.9,6.35,282,1020.2,9.1,10.9,999,99,99
2013,4,3,19,50,15,3.9,4.9,1.06,12.9,7.23,269,1019.2,9,11.1,999,99,99
2013,4,3,20,50,344,1.4,2.3,0.98,12.9,7.3,276,1018.8,9.4,11.4,999,99,99
2013,4,3,21,50,269,5,5.9,0.94,12.9,7.81,263,1018.5,9.5,11.5,999,99,99
2013,4,3,22,50,271,5.1,6.2,0.95,12.12,7.98,302,1018.1,9.9,11.5,999,99,99
2013,4,3,23,50,265,4.7,6.5,0.9,12.9,7.46,255,1018.1,9.7,11.5,999,99,99
2013,4,4,0,50,275,3.8,5.4,0.93,12.12,7.04,273,1017.7,10.2,11.4,999,99,99
2013,4,4,1,50,297,1.7,2.2,0.94,12.9,7.27,262,1017.6,10.2,11.2,999,99,99
2013,4,4,2,50,141,0.7,2.7,0.88,12.12,7.17,282,1017.3,9.8,11.2,999,99,99
2013,4,4,3,50,147,1.5,2.4,0.99,13.79,7.82,251,1017.3,9.6,11.1,999,99,99
2013,4,4,4,50,166,2.6,5.5,0.9,12.12,7.38,261,1017.5,9.7,11.1,999,99,99
2013,4,4,5,50,195,4.1,4.8,0.96,12.12,7.91,280,1017.7,10.1,11,999,99,99
2013,4,4,6,50,177,4.8,5.5,0.84,12.12,7.33,251,1017.6,10.5,10.9,999,99,99
2013,4,4,7,50,168,5.7,6.7,0.99,12.12,8.37,269,1017.3,10.6,11,999,99,99
2013,4,4,8,50,154,6.7,7.8,0.88,12.9,7.3,289,1016.7,10.4,11.2,999,99,99
2013,4,4,9,50,165,8.1,9.4,0.84,12.9,5.04,248,1016.5,10.4,11,999,99,99
2013,4,4,10,50,155,9,10.4,1.15,12.12,4.89,245,1016,10.5,10.7,999,99,99
2013,4,4,11,50,150,9.4,11.1,1.25,11.43,4.46,277,1015.6,10.6,10.5,999,99,99
2013,4,4,12,50,156,8.9,11,1.44,12.12,5.01,246,1015.7,10.7,10.7,999,99,99
2013,4,4,13,50,161,9.1,10.7,1.42,11.43,4.93,253,1016.1,11,10.8,999,99,99
2013,4,4,14,50,164,8.8,10.5,1.58,12.12,5.26,249,1017,11.2,10.9,999,99,99
2013,4,4,15,50,167,8.5,9.9,1.67,10.81,5.23,266,1017.6,11.3,10.9,999,99,99
2013,4,4,16,50,164,7.9,9.5,1.6,12.12,5.23,279,1018.3,11.4,10.8,999,99,99
2013,4,4,17,50,169,8.6,11.6,1.69,12.12,5.69,243,1018.8,11.7,10.8,999,99,99
2013,4,4,18,50,178,6.5,8,1.67,10.81,5.52,265,1019.5,11.5,10.8,999,99,99
2013,4,4,19,50,182,6.1,7.2,1.58,8.33,5.47,254,1019.5,11.6,10.9,999,99,99
2013,4,4,20,50,185,5.6,6.6,1.59,5.26,5.59,199,1019.6,11.7,11,999,99,99
2013,4,4,21,50,189,5.9,7,1.53,12.12,5.78,244,1019.6,11.8,11.1,999,99,99
2013,4,4,22,50,197,4.4,5.2,1.61,10,6.07,271,1019.5,11.9,11.1,999,99,99
2013,4,4,23,50,199,4.2,4.9,1.72,10,6.61,266,1019.4,12,11.1,999,99,99
2013,4,5,0,50,191,3.1,4.3,1.64,10,6.83,258,1019.1,12,11.1,999,99,99
2013,4,5,1,50,224,2.7,3.5,1.64,10.81,6.72,257,1019.3,11.8,11.1,999,99,99
2013,4,5,2,50,234,2.8,3.9,1.73,10,6.97,260,1019.2,11.8,11.4,999,99,99
2013,4,5,3,50,173,1.5,2,1.71,10,6.83,267,1019.3,11.2,11.5,999,99,99
2013,4,5,4,50,132,1.8,2.3,1.78,9.09,6.96,266,1020,11,11.2,999,99,99
2013,4,5,5,50,173,1.6,2.2,1.64,9.09,6.8,259,1020.3,11.2,10.8,999,99,99
2013,4,5,6,50,207,2,2.4,1.46,8.33,6.59,251,1020.6,11.5,10.8,999,99,99
2013,4,5,7,50,236,3,3.8,1.37,8.33,6.58,258,1020.7,11.1,10.8,999,99,99
2013,4,5,8,50,255,2.9,4.2,1.38,7.69,6.73,247,1020.8,11.5,10.8,999,99,99
2013,4,5,9,50,227,2.5,3,1.34,10,6.82,261,1020.7,11.4,10.8,999,99,99
2013,4,5,10,50,242,2.7,3.6,1.43,17.39,7.37,220,1020.6,11.5,10.9,999,99,99
2013,4,5,11,50,259,1.8,2.4,1.41,8.33,7.15,249,1020.6,11.3,10.9,999,99,99
2013,4,5,12,50,264,1.8,2.5,1.23,9.09,7.24,254,1020.6,11.3,10.9,999,99,99
2013,4,5,13,50,221,2.2,2.8,1.32,19.05,7.31,170,1020.7,11.3,11,999,99,99
2013,4,5,14,50,241,1.8,2.3,1.47,19.05,7.6,226,1021.3,11.4,11,999,99,99
2013,4,5,15,50,236,1.3,1.7,1.45,17.39,7.52,196,1021.8,11.5,11.1,999,99,99
2013,4,5,16,50,228,2.2,2.9,1.42,9.09,7.05,246,1022.1,11.4,11.2,999,99,99
2013,4,5,17,50,170,1.6,2.1,1.41,9.09,7.02,263,1022.5,11.6,11.3,999,99,99
2013,4,5,18,50,161,1.2,1.7,1.36,17.39,6.85,259,1023.4,11.7,11.2,999,99,99
2013,4,5,19,50,189,0.8,1.2,1.61,17.39,7.59,184,1022.8,12.2,11.9,999,99,99
2013,4,5,20,50,240,1.6,2.3,1.3,17.39,7.37,106,1022.7,12.4,12.1,999,99,99
2013,4,5,21,50,252,3.5,4.5,1.41,21.05,8.01,310,1022.2,12.9,12.4,999,99,99
2013,4,5,22,50,272,1.2,1.9,1.44,10,7.94,255,1022,12.8,12,999,99,99
2013,4,5,23,50,254,2.5,3.2,1.53,21.05,8.66,303,1022,12.7,11.9,999,99,99
2013,4,6,0,50,246,2.3,2.8,1.47,21.05,8.58,278,1021.6,12.2,12.6,999,99,99
2013,4,6,1,50,260,3.6,4.4,1.48,21.05,8.92,282,1021.5,12.3,12.3,999,99,99
2013,4,6,2,50,245,2.9,3.6,1.92,19.05,11.11,303,1021.4,12.1,12,999,99,99
2013,4,6,3,50,241,1.9,2.4,1.77,19.05,10.27,284,1021.7,12,11.9,999,99,99
2013,4,6,4,50,242,2.1,2.8,2.39,21.05,12.49,296,1022.5,11.9,11.9,999,99,99
2013,4,6,5,50,239,2.6,3.4,2.48,19.05,12.86,299,1022.8,11.9,11.9,999,99,99
2013,4,6,6,50,251,2.9,3.9,2.39,19.05,12.25,288,1022.7,12,11.8,999,99,99
2013,4,6,7,50,243,3,4.1,2.04,19.05,11.43,300,1022.4,12,11.6,999,99,99
2013,4,6,8,50,248,2.6,3.9,2.66,19.05,13.09,300,1022.6,11.2,11.4,999,99,99
2013,4,6,9,50,253,1.9,2.7,2.42,19.05,12,285,1022.2,11,11.4,999,99,99
2013,4,6,10,50,214,1.3,2.1,2.29,19.05,11.77,301,1021.9,11,11.4,999,99,99
2013,4,6,11,50,218,2.2,3,2.21,19.05,11.44,280,1021.8,11.5,11.4,999,99,99
2013,4,6,12,50,186,1.8,2.4,2.82,19.05,13.17,294,1021.8,11.5,11.5,999,99,99
2013,4,6,13,50,155,2.2,2.9,2.43,19.05,11.71,292,1021.8,11.5,11.6,999,99,99
2013,4,6,14,50,161,4,5.4,2.64,19.05,11.86,306,1022,11.5,11.6,999,99,99
2013,4,6,15,50,169,3.3,4.3,2.47,19.05,11.24,300,1022.5,11.5,11.6,999,99,99
2013,4,6,16,50,167,3.7,4.9,2.53,19.05,11.31,309,1022.5,11.6,11.5,999,99,99
2013,4,6,17,50,197,2.8,3.9,2.4,19.05,10.6,289,1022.7,11.9,11.5,999,99,99
2013,4,6,18,50,272,2.3,3.3,2.56,17.39,10.41,302,1023.4,12.2,11.6,999,99,99
2013,4,6,19,50,284,3.1,4.1,2.72,17.39,11.38,299,1023.3,12.4,11.7,999,99,99
2013,4,6,20,50,281,1.6,2.5,2.67,17.39,11.18,302,1023,12.6,12.1,999,99,99
2013,4,6,21,50,293,2.6,3.8,2.97,17.39,12.5,296,1022.9,12.5,12.2,999,99,99
2013,4,6,22,50,296,3,4.4,2.9,17.39,12.4,305,1022.8,12.6,12.3,999,99,99
2013,4,6,23,50,301,2.9,3.5,2.35,17.39,11.3,290,1022.4,12.5,12.1,999,99,99
2013,4,7,0,50,302,2.2,3.2,2.15,17.39,10.96,291,1022.1,12.4,11.8,999,99,99
2013,4,7,1,50,282,2.6,3.8,2.34,17.39,11.13,295,1022,12.1,11.8,999,99,99
2013,4,7,2,50,294,3.7,5.5,2.66,17.39,11.86,290,1022.1,11.9,11.8,999,99,99
2013,4,7,3,50,325,1.3,2.3,2.75,17.39,11.96,290,1022,11.6,11.7,999,99,99
2013,4,7,4,50,30,0.8,1.2,2.4,17.39,10.7,301,1022.3,11.3,11.6,999,99,99
2013,4,7,5,50,298,0.6,1.3,2.72,17.39,11.1,273,1022.9,11.3,11.6,999,99,99
2013,4,7,6,50,178,0.6,1.5,2.97,17.39,11.32,303,1022.7,11.4,11.6,999,99,99
2013,4,7,7,50,164,1.1,2.1,3.01,17.39,10.94,305,1022.9,11.4,11.6,999,99,99
2013,4,7,8,50,158,1.7,3.3,2.84,17.39,10.84,294,1022.2,11.3,11.5,999,99,99
2013,4,7,9,50,137,1.9,3,2.67,16,10.49,290,1021.8,11.3,11.5,999,99,99
2013,4,7,10,50,154,1.3,2,2.65,16,11.18,281,1021.2,11.3,11.3,999,99,99
2013,4,7,11,50,177,1.7,2.8,2.84,17.39,11.08,290,1020.8,11.4,11.3,999,99,99
2013,4,7,12,50,183,1.9,2.5,2.39,17.39,10.22,296,1020.4,11.3,11.2,999,99,99
2013,4,7,13,50,178,2,3.2,2.34,14.81,9.82,276,1020.5,11.3,11.3,999,99,99
2013,4,7,14,50,180,1.4,2.1,2.34,16,10.29,289,1020.9,11.5,11.5,999,99,99
2013,4,7,15,50,192,2.3,2.8,2.48,16,9.98,305,1020.5,11.6,11.5,999,99,99
2013,4,7,16,50,282,1.7,2.8,2.45,16,9.87,290,1020.4,12.2,11.5,999,99,99
2013,4,7,17,50,263,2.4,3.4,2.51,16,9.72,298,1020.9,12.1,11.5,999,99,99
2013,4,7,18,50,273,3.1,4.1,2.39,16,9.62,278,1020.7,12.2,11.5,999,99,99
2013,4,7,19,50,296,3.7,4.9,2.3,16,9.4,277,1020.5,12.3,11.5,999,99,99
2013,4,7,20,50,286,4.3,5.2,2.13,14.81,9.34,293,1019.5,12.2,11.7,999,99,99
2013,4,7,21,50,289,4.6,6.2,2.38,16,10.14,277,1018.6,12.2,12,999,99,99
2013,4,7,22,50,293,5.9,7,2.14,14.81,9.46,290,1018.3,12.3,11.9,999,99,99
2013,4,7,23,50,285,6.6,7.7,1.98,16,9.26,267,1017.7,12.4,12,999,99,99
2013,4,8,0,50,287,6.1,7.6,2.34,14.81,9.02,276,1017.3,12.2,12.1,999,99,99
2013,4,8,1,50,278,5.9,7.6,2.85,16,9.52,281,1016.6,12.1,11.8,999,99,99
2013,4,8,2,50,262,5.4,6.6,2.47,14.81,8.78,295,1015.7,11.9,11.7,999,99,99
2013,4,8,3,50,251,6.3,8.3,2.4,14.81,8.66,284,1015.2,11.8,11.5,999,99,99
2013,4,8,4,50,243,6.8,8.3,2.71,14.81,9.08,285,1014.6,11.4,11.3,999,99,99
2013,4,8,5,50,276 1,2.3,16,2.82,14.81,8.85,285,1013.4,12.3,11.2,999,99,99
2013,4,8,6,50,290 1,5.3,19.6,2.99,14.81,7.51,297,1012.8,12.2,10.9,999,99,99
2013,4,8,7,50,302 1,6.3,19.5,3.22,14.81,6.67,296,1013.1,10.6,10.6,999,99,99
2013,4,8,8,50,305 1,7.4,21.3,3.77,8.33,6.67,298,1013.2,10.4,10.8,999,99,99
2013,4,8,9,50,307 1,8.2,23.2,4.91,7.69,7.06,306,1011.9,10.4,10.9,999,99,99
2013,4,8,10,50,305 1,8.8,23.3,5.57,9.09,7.67,320,1012,10.3,10.7,999,99,99
2013,4,8,11,50,312 1,8,23.6,5.87,10,8.01,320,1012.5,10.3,10.8,999,99,99
2013,4,8,12,50,314 1,8.3,22.8,6.09,10.81,8.13,316,1012.7,10.2,10.6,999,99,99
2013,4,8,13,50,315 1,6.7,21.5,6.22,10.81,8.54,317,1013.6,10.1,10.3,999,99,99
2013,4,8,14,50,310 1,7,22,5.72,10.81,8.29,326,1014.2,10.2,10.1,999,99,99
2013,4,8,15,50,316 1,6.4,20.7,5.33,11.43,8.01,319,1014.7,10.2,10,999,99,99
2013,4,8,16,50,317 1,6.1,19.4,5.73,10.81,8.09,327,1014.9,10.2,10.1,999,99,99
2013,4,8,17,50,319 1,5.3,19.1,5.65,10.81,8.13,328,1015.4,10.2,10.1,999,99,99
2013,4,8,18,50,318 1,4.5,18.6,5.08,10,7.88,327,1015.6,10.2,10.1,999,99,99
2013,4,8,19,50,319 1,4.2,17.1,4.71,12.12,7.87,315,1016,10.2,10,999,99,99
2013,4,8,20,50,313 1,4,17.6,4.49,11.43,7.73,308,1015.5,10.3,10,999,99,99
2013,4,8,21,50,308 1,4.9,18.6,4.71,11.43,7.91,319,1015.2,10.3,10,999,99,99
2013,4,8,22,50,309 1,4.9,18.5,4.94,10.81,8.02,306,1015.4,10.4,10,999,99,99
2013,4,8,23,50,310 1,4.9,18.5,4.76,11.43,7.87,305,1015.5,10.4,10,999,99,99
2013,4,9,0,50,313 1,5.3,18.9,4.93,10,7.73,307,1015.7,10.5,10,999,99,99
2013,4,9,1,50,310 1,5.8,19,5.26,10.81,7.88,308,1015.7,10.3,10,999,99,99
2013,4,9,2,50,313 1,4.8,19.1,5.25,10.81,8,311,1016,10.2,10,999,99,99
2013,4,9,3,50,312 1,5.5,19.7,5.31,10,7.88,314,1016,10.2,10,999,99,99
2013,4,9,4,50,314 1,4.6,18.5,5.25,10,8.08,317,1016.5,10.3,10,999,99,99
2013,4,9,5,50,318 1,4.2,17.3,4.93,10,7.74,317,1017,10.3,10,999,99,99
2013,4,9,6,50,315 1,3.8,16.9,5.22,10,8,317,1017.1,10.3,10,999,99,99
2013,4,9,7,50,316 1,3.2,16.4,4.66,10,7.66,319,1017.6,10.3,10,999,99,99
2013,4,9,8,50,320 1,2.8,15.9,4.1,10.81,7.29,314,1018,10.3,10,999,99,99
2013,4,9,9,50,319 1,2.9,15.2,3.71,10.81,7.28,311,1017.7,10.2,10,999,99,99
2013,4,9,10,50,321 1,2.6,15.1,3.58,10,7.06,314,1017.5,10.2,9.9,999,99,99
2013,4,9,11,50,320 1,1.7,14.7,3.45,9.09,6.95,321,1018.1,10.2,9.9,999,99,99
2013,4,9,12,50,325 1,2.1,14.7,3.65,10,7.21,312,1018.2,10.1,9.8,999,99,99
2013,4,9,13,50,326 1,1.3,13.8,3.65,8.33,6.97,319,1018.6,10.1,9.8,999,99,99
2013,4,9,14,50,325 1,1.6,13.6,3.63,9.09,7.23,318,1019.2,10.2,9.8,999,99,99
2013,4,9,15,50,325 1,1.4,13.3,3.74,10,7.44,304,1019.5,10.3,9.8,999,99,99
2013,4,9,16,50,326 1,0.4,13.1,3.4,9.09,7.13,329,1019.6,10.3,9.9,999,99,99
2013,4,9,17,50,318 1,0.5,12.6,3.11,10,7,300,1020,10.4,10,999,99,99
2013,4,9,18,50,321 1,0.8,13.3,3.38,9.09,6.82,308,1020.2,10.5,10,999,99,99
2013,4,9,19,50,321 1,1.1,14,3.14,9.09,6.63,307,1019.9,10.5,10.1,999,99,99
2013,4,9,20,50,317 1,1.3,14.4,2.92,9.09,6.51,304,1019.2,10.6,10.2,999,99,99
2013,4,9,21,50,317 1,1.8,14.1,2.96,8.33,6.54,313,1019,10.7,10.2,999,99,99
2013,4,9,22,50,316 1,2,14.5,3.25,10.81,6.75,298,1018.7,10.8,10.3,999,99,99
2013,4,9,23,50,317 1,1.1,13,2.92,10,6.56,297,1018.6,10.9,10.3,999,99,99
2013,4,10,0,50,316 1,1.5,13.8,3.16,8.33,6.67,313,1018.6,11,10.4,999,99,99
2013,4,10,1,50,317 1,1.4,14,3,9.09,6.32,310,1018.5,11.1,10.4,999,99,99
2013,4,10,2,50,318 1,1.5,13.5,3.18,8.33,6.5,316,1018.4,11.2,10.4,999,99,99
2013,4,10,3,50,323 1,0.5,12.9,3.01,7.69,6.53,312,1018.9,11.3,10.4,999,99,99
2013,4,10,4,50,322 1,0.5,13.2,3.05,9.09,6.47,312,1019.3,11.2,10.4,999,99,99
2013,4,10,5,50,321,9.2,11.2,2.77,8.33,6.31,315,1019.5,11.2,10.4,999,99,99
2013,4,10,6,50,317,9.4,11.3,2.63,9.09,6.32,308,1019.5,11.2,10.4,999,99,99
2013,4,10,7,50,318,9.4,11.2,2.61,9.09,6.62,309,1019.6,11.2,10.4,999,99,99
2013,4,10,8,50,320,8.7,10.6,2.54,7.69,6.5,313,1019.6,11.2,10.4,999,99,99
2013,4,10,9,50,319 1,0.1,12.1,2.5,10,6.55,300,1019.2,11.2,10.4,999,99,99
2013,4,10,10,50,317 1,0.5,12.2,2.28,17.39,6.33,301,1019.5,11.1,10.3,999,99,99
2013,4,10,11,50,322 1,0.1,12.2,2.35,17.39,6.51,307,1019.8,11.2,10.4,999,99,99
2013,4,10,12,50,320,9.3,10.8,2.13,17.39,6.17,273,1020.2,11.1,10.3,999,99,99
2013,4,10,13,50,318,8.8,10.1,2.21,17.39,6.42,284,1020.9,11,10.3,999,99,99
2013,4,10,14,50,320,9,10.7,2.25,16,6.45,279,1021.5,11.3,10.3,999,99,99
2013,4,10,15,50,314,8.8,10.9,2.24,16,6.32,278,1022.2,11.3,10.3,999,99,99
2013,4,10,16,50,315,9.2,10.8,2.58,16,7.18,292,1022.4,11.2,10.3,999,99,99
2013,4,10,17,50,314 1,0.5,12.7,2.51,16,6.87,290,1022.6,11.2,10.4,999,99,99
2013,4,10,18,50,310,9.2,11.5,2.46,16,6.48,294,1022.5,11,10.4,999,99,99
2013,4,10,19,50,313,8.1,9.8,2.46,16,6.59,286,1021.9,11,10.4,999,99,99
2013,4,10,20,50,308 1,0.8,12.8,2.35,14.81,6.47,296,1021.5,11,10.5,999,99,99
2013,4,10,21,50,314,9.3,10.9,2.23,14.81,6.3,305,1021.3,10.8,10.5,999,99,99
2013,4,10,22,50,316,9.1,11.3,2.24,8.33,6.25,305,1020.8,11.1,10.5,999,99,99
2013,4,10,23,50,306 1,2.6,15.5,2.4,14.81,6.11,321,1020,11.2,10.5,999,99,99
2013,4,11,0,50,301 1,2,14.7,2.47,16,6.25,300,1019.7,10.9,10.5,999,99,99
2013,4,11,1,50,305 1,1.3,14,2.63,16,6.18,302,1019.7,10.6,10.5,999,99,99
2013,4,11,2,50,305 1,1.8,13.9,2.62,14.81,6.2,300,1019.7,10.7,10.5,999,99,99
2013,4,11,3,50,307 1,1.2,15,2.52,16,6.2,287,1019.9,10.4,10.4,999,99,99
2013,4,11,4,50,308 1,2.8,15.8,2.71,16,6.12,298,1019.7,10.3,10.4,999,99,99
2013,4,11,5,50,309 1,4.3,17,2.84,7.69,6.13,322,1019.7,10.4,10.4,999,99,99
2013,4,11,6,50,303 1,2.7,15.6,3.01,7.14,6.25,319,1019.6,10.7,10.4,999,99,99
2013,4,11,7,50,303 1,0.5,12.7,2.78,14.81,6.19,311,1020,10.8,10.4,999,99,99
2013,4,11,8,50,306 1,4.3,17,2.65,14.81,6.34,299,1018.9,10.6,10.4,999,99,99
2013,4,11,9,50,302 1,4.6,18,2.8,7.69,6.08,323,1018.2,10.1,10.4,999,99,99
2013,4,11,10,50,306 1,2.7,16.3,3.03,7.14,6.32,321,1018.6,10,10.4,999,99,99
2013,4,11,11,50,306 1,2.8,15.9,3.1,7.69,6.32,317,1018.5,10,10.3,999,99,99
2013,4,11,12,50,309 1,2.5,15.2,2.98,13.79,6.48,307,1017.8,9.7,10.3,999,99,99
2013,4,11,13,50,309 1,1.8,14.4,3.65,8.33,6.75,314,1017.8,9.8,10.1,999,99,99
