Date ,Day,Time,Sampling period,Predicted (ft),Pred(cm),High/Low,Difference (ft),absval difference (ft)
2013/07/05,Fri,11:18 AM,Sampling period 4,4.2,128,H,1.4,1.4
2013/07/05,Fri,4:00 PM,Sampling period 4,2.8,85,L,-3,3
2013/07/05,Fri,9:44 PM,Sampling period 4,5.8,177,H,6.1,6.1
2013/07/06,Sat,5:08 AM,Sampling period 4,-0.3,-9,L,-4.6,4.6
2013/07/06,Sat,11:58 AM,Sampling period 4,4.3,131,H,1.4,1.4
2013/07/06,Sat,4:43 PM,Sampling period 4,2.9,88,L,-2.9,2.9
2013/07/06,Sat,10:21 PM,Sampling period 4,5.8,177,H,6.2,6.2
2013/07/07,Sun,5:41 AM,Sampling period 4,-0.4,-12,L,-4.8,4.8
2013/07/07,Sun,12:32 PM,Sampling period 4,4.4,134,H,1.5,1.5
2013/07/07,Sun,5:23 PM,Sampling period 4,2.9,88,L,-2.9,2.9
2013/07/07,Sun,10:57 PM,Sampling period 4,5.8,177,H,6.2,6.2
2013/07/08,Mon,6:12 AM,Sampling period 4,-0.4,-12,L,-4.9,4.9
2013/07/08,Mon,1:04 PM,Sampling period 4,4.5,137,H,1.7,1.7
2013/07/08,Mon,6:02 PM,Sampling period 4,2.8,85,L,-2.9,2.9
2013/07/08,Mon,11:34 PM,Sampling period 4,5.7,174,H,6,6
2013/07/09,Tue,6:43 AM,Sampling period 4,-0.3,-9,L,-4.9,4.9
2013/07/09,Tue,1:34 PM,Sampling period 4,4.6,140,H,1.8,1.8
2013/07/09,Tue,6:40 PM,Sampling period 4,2.8,85,L,-2.7,2.7
2013/07/10,Wed,12:11 AM,Sampling period 4,5.5,168,H,5.7,5.7
2013/07/10,Wed,7:13 AM,Sampling period 4,-0.2,-6,L,-4.9,4.9
2013/07/10,Wed,2:04 PM,Sampling period 4,4.7,143,H,2,2
2013/07/10,Wed,7:20 PM,Sampling period 4,2.7,82,L,-2.6,2.6
2013/07/11,Thu,12:49 AM,Sampling period 4,5.3,162,H,5.3,5.3
2013/07/11,Thu,7:45 AM,Sampling period 4,0,0,L,-4.8,4.8
2013/07/11,Thu,2:35 PM,Sampling period 4,4.8,146,H,2.2,2.2
2013/07/11,Thu,8:04 PM,Sampling period 4,2.6,79,L,-2.4,2.4
2013/07/12,Fri,1:31 AM,Sampling period 4,5,152,H,4.8,4.8
2013/07/12,Fri,8:18 AM,Sampling period 4,0.2,6,L,-4.7,4.7
2013/07/12,Fri,3:08 PM,Sampling period 4,4.9,149,H,2.5,2.5
2013/07/12,Fri,8:53 PM,Sampling period 4,2.4,73,L,-2.2,2.2
2013/07/13,Sat,2:17 AM,Sampling period 5,4.6,140,H,4,4
2013/07/13,Sat,8:54 AM,Sampling period 5,0.6,18,L,-4.5,4.5
2013/07/13,Sat,3:43 PM,Sampling period 5,5.1,155,H,2.9,2.9
2013/07/13,Sat,9:49 PM,Sampling period 5,2.2,67,L,-2,2
2013/07/14,Sun,3:12 AM,Sampling period 5,4.2,128,H,3.2,3.2
2013/07/14,Sun,9:34 AM,Sampling period 5,1,30,L,-4.3,4.3
2013/07/14,Sun,4:21 PM,Sampling period 5,5.3,162,H,3.4,3.4
2013/07/14,Sun,10:52 PM,Sampling period 5,1.9,58,L,-1.9,1.9
2013/07/15,Mon,4:20 AM,Sampling period 5,3.8,116,H,2.3,2.3
2013/07/15,Mon,10:20 AM,Sampling period 5,1.5,46,L,-4,4
2013/07/15,Mon,5:04 PM,Sampling period 5,5.5,168,H,4.1,4.1
2013/07/15,Mon,11:58 PM,Sampling period 5,1.4,43,L,-2.1,2.1
2013/07/16,Tue,5:45 AM,Sampling period 5,3.5,107,H,1.5,1.5
2013/07/16,Tue,11:14 AM,Sampling period 5,2,61,L,-3.7,3.7
2013/07/16,Tue,5:52 PM,Sampling period 5,5.7,174,H,4.8,4.8
2013/07/17,Wed,1:03 AM,Sampling period 5,0.9,27,L,-2.6,2.6
2013/07/17,Wed,7:21 AM,Sampling period 5,3.5,107,H,1.1,1.1
2013/07/17,Wed,12:17 PM,Sampling period 5,2.4,73,L,-3.6,3.6
2013/07/17,Wed,6:44 PM,Sampling period 5,6,183,H,5.7,5.7
2013/07/18,Thu,2:04 AM,Sampling period 5,0.3,9,L,-3.4,3.4
2013/07/18,Thu,8:44 AM,Sampling period 5,3.7,113,H,1.1,1.1
2013/07/18,Thu,1:24 PM,Sampling period 5,2.6,79,L,-3.7,3.7
2013/07/18,Thu,7:39 PM,Sampling period 5,6.3,192,H,6.6,6.6
2013/07/19,Fri,3:00 AM,Sampling period 5,-0.3,-9,L,-4.4,4.4
2013/07/19,Fri,9:49 AM,Sampling period 5,4.1,125,H,1.4,1.4
2013/07/19,Fri,2:29 PM,Sampling period 5,2.7,82,L,-3.9,3.9
2013/07/19,Fri,8:35 PM,Sampling period 5,6.6,201,H,7.4,7.4
2013/07/20,Sat,3:52 AM,Sampling period 5,-0.8,-24,L,-5.2,5.2
2013/07/20,Sat,10:42 AM,Sampling period 5,4.4,134,H,1.8,1.8
2013/07/20,Sat,3:29 PM,Sampling period 5,2.6,79,L,-4.2,4.2
2013/07/20,Sat,9:29 PM,Sampling period 5,6.8,207,H,7.9,7.9
2013/07/21,Sun,4:40 AM,Sampling period 5,-1.1,-34,L,-5.9,5.9
2013/07/21,Sun,11:29 AM,Sampling period 5,4.8,146,H,2.4,2.4
2013/07/21,Sun,4:26 PM,Sampling period 5,2.4,73,L,-4.5,4.5
2013/07/21,Sun,10:23 PM,Sampling period 5,6.9,210,H,8.2,8.2
2013/07/22,Mon,5:27 AM,Sampling period 5,-1.3,-40,L,-6.4,6.4
2013/07/22,Mon,12:12 PM,Sampling period 5,5.1,155,H,2.9,2.9
2013/07/22,Mon,5:21 PM,Sampling period 5,2.2,67,L,-4.6,4.6
2013/07/22,Mon,11:15 PM,Sampling period 5,6.8,207,H,8,8
2013/07/23,Tue,6:12 AM,Sampling period 5,-1.2,-37,L,-6.5,6.5
2013/07/23,Tue,12:54 PM,Sampling period 5,5.3,162,H,3.3,3.3
2013/07/23,Tue,6:16 PM,Sampling period 5,2,61,L,-4.5,4.5
2013/07/24,Wed,12:08 AM,Sampling period 5,6.5,198,H,7.4,7.4
2013/07/24,Wed,6:57 AM,Sampling period 5,-0.9,-27,L,-6.4,6.4
2013/07/24,Wed,1:35 PM,Sampling period 5,5.5,168,H,3.7,3.7
2013/07/24,Wed,7:11 PM,Sampling period 5,1.8,55,L,-4.3,4.3
2013/07/25,Thu,1:00 AM,Sampling period 5,6.1,186,H,6.6,6.6
2013/07/25,Thu,7:40 AM,Sampling period 5,-0.5,-15,L,-6.1,6.1
2013/07/25,Thu,2:17 PM,Sampling period 5,5.6,171,H,3.9,3.9
2013/07/25,Thu,8:09 PM,Sampling period 5,1.7,52,L,-3.8,3.8
2013/07/26,Fri,1:55 AM,Sampling period 5,5.5,168,H,5.4,5.4
2013/07/26,Fri,8:25 AM,Sampling period 5,0.1,3,L,-5.6,5.6
2013/07/26,Fri,2:59 PM,Sampling period 5,5.7,174,H,4.1,4.1
2013/07/26,Fri,9:09 PM,Sampling period 5,1.6,49,L,-3.3,3.3
2013/07/27,Sat,2:54 AM,Sampling period 5,4.9,149,H,4.2,4.2
2013/07/27,Sat,9:10 AM,Sampling period 5,0.7,21,L,-5,5
2013/07/27,Sat,3:42 PM,Sampling period 5,5.7,174,H,4.2,4.2
2013/07/27,Sat,10:14 PM,Sampling period 5,1.5,46,L,-2.8,2.8
2013/07/28,Sun,4:00 AM,Sampling period 6,4.3,131,H,2.9,2.9
2013/07/28,Sun,9:59 AM,Sampling period 6,1.4,43,L,-4.3,4.3
2013/07/28,Sun,4:27 PM,Sampling period 6,5.7,174,H,4.4,4.4
2013/07/28,Sun,11:23 PM,Sampling period 6,1.3,40,L,-2.6,2.6
2013/07/29,Mon,5:18 AM,Sampling period 6,3.9,119,H,1.9,1.9
2013/07/29,Mon,10:53 AM,Sampling period 6,2,61,L,-3.6,3.6
2013/07/29,Mon,5:15 PM,Sampling period 6,5.6,171,H,4.5,4.5
2013/07/30,Tue,12:34 AM,Sampling period 6,1.1,34,L,-2.6,2.6
2013/07/30,Tue,6:48 AM,Sampling period 6,3.7,113,H,1.3,1.3
2013/07/30,Tue,11:54 AM,Sampling period 6,2.4,73,L,-3.2,3.2
2013/07/30,Tue,6:06 PM,Sampling period 6,5.6,171,H,4.7,4.7
2013/07/31,Wed,1:39 AM,Sampling period 6,0.9,27,L,-2.9,2.9
2013/07/31,Wed,8:13 AM,Sampling period 6,3.8,116,H,1,1
2013/07/31,Wed,12:59 PM,Sampling period 6,2.8,85,L,-2.8,2.8
2013/07/31,Wed,6:59 PM,Sampling period 6,5.6,171,H,5,5
2013/08/01,Thu,2:37 AM,Sampling period 6,0.6,18,L,-3.4,3.4
2013/08/01,Thu,9:19 AM,Sampling period 6,4,122,H,1.1,1.1
2013/08/01,Thu,2:00 PM,Sampling period 6,2.9,88,L,-2.7,2.7
2013/08/01,Thu,7:50 PM,Sampling period 6,5.6,171,H,5.2,5.2
2013/08/02,Fri,3:25 AM,Sampling period 6,0.4,12,L,-3.8,3.8
2013/08/02,Fri,10:09 AM,Sampling period 6,4.2,128,H,1.3,1.3
2013/08/02,Fri,2:55 PM,Sampling period 6,2.9,88,L,-2.8,2.8
2013/08/02,Fri,8:37 PM,Sampling period 6,5.7,174,H,5.5,5.5
2013/08/03,Sat,4:06 AM,Sampling period 6,0.2,6,L,-4.2,4.2
2013/08/03,Sat,10:50 AM,Sampling period 6,4.4,134,H,1.5,1.5
2013/08/03,Sat,3:43 PM,Sampling period 6,2.9,88,L,-2.9,2.9
2013/08/03,Sat,9:21 PM,Sampling period 6,5.8,177,H,5.7,5.7
2013/08/04,Sun,4:42 AM,Sampling period 6,0.1,3,L,-4.4,4.4
2013/08/04,Sun,11:24 AM,Sampling period 6,4.5,137,H,1.7,1.7
2013/08/04,Sun,4:25 PM,Sampling period 6,2.8,85,L,-3,3
2013/08/04,Sun,10:02 PM,Sampling period 6,5.8,177,H,5.7,5.7
2013/08/05,Mon,5:14 AM,Sampling period 6,0.1,3,L,-4.5,4.5
2013/08/05,Mon,11:54 AM,Sampling period 6,4.6,140,H,2,2
2013/08/05,Mon,5:04 PM,Sampling period 6,2.6,79,L,-3.2,3.2
2013/08/05,Mon,10:41 PM,Sampling period 6,5.8,177,H,5.7,5.7
2013/08/06,Tue,5:44 AM,Sampling period 6,0.1,3,L,-4.7,4.7
2013/08/06,Tue,12:22 PM,Sampling period 6,4.8,146,H,2.3,2.3
2013/08/06,Tue,5:40 PM,Sampling period 6,2.5,76,L,-3.3,3.3
2013/08/06,Tue,11:19 PM,Sampling period 6,5.8,177,H,5.7,5.7
2013/08/07,Wed,6:13 AM,Sampling period 6,0.1,3,L,-4.8,4.8
2013/08/07,Wed,12:49 PM,Sampling period 6,4.9,149,H,2.6,2.6
2013/08/07,Wed,6:17 PM,Sampling period 6,2.3,70,L,-3.3,3.3
2013/08/07,Wed,11:57 PM,Sampling period 6,5.6,171,H,5.3,5.3
2013/08/08,Thu,6:43 AM,Sampling period 6,0.3,9,L,-4.7,4.7
2013/08/08,Thu,1:17 PM,Sampling period 6,5,152,H,2.8,2.8
2013/08/08,Thu,6:55 PM,Sampling period 6,2.2,67,L,-3.2,3.2
2013/08/09,Fri,12:37 AM,Sampling period 6,5.4,165,H,4.9,4.9
2013/08/09,Fri,7:13 AM,Sampling period 6,0.5,15,L,-4.7,4.7
2013/08/09,Fri,1:46 PM,Sampling period 6,5.2,158,H,3.2,3.2
2013/08/09,Fri,7:36 PM,Sampling period 6,2,61,L,-3,3
2013/08/10,Sat,1:20 AM,Sampling period 6,5,152,H,4.2,4.2
2013/08/10,Sat,7:46 AM,Sampling period 6,0.8,24,L,-4.5,4.5
2013/08/10,Sat,2:18 PM,Sampling period 6,5.3,162,H,3.6,3.6
2013/08/10,Sat,8:22 PM,Sampling period 6,1.7,52,L,-3,3
2013/08/11,Sun,2:09 AM,Sampling period 6,4.7,143,H,3.5,3.5
2013/08/11,Sun,8:21 AM,Sampling period 6,1.2,37,L,-4.3,4.3
2013/08/11,Sun,2:53 PM,Sampling period 6,5.5,168,H,4,4
2013/08/11,Sun,9:15 PM,Sampling period 6,1.5,46,L,-2.8,2.8
2013/08/12,Mon,3:06 AM,Sampling period 6,4.3,131,H,2.6,2.6
2013/08/12,Mon,9:01 AM,Sampling period 6,1.7,52,L,-3.9,3.9
2013/08/12,Mon,3:34 PM,Sampling period 6,5.6,171,H,4.3,4.3
2013/08/12,Mon,10:15 PM,Sampling period 6,1.3,40,L,-2.6,2.6
2013/08/13,Tue,4:17 AM,Sampling period 7,3.9,119,H,1.8,1.8
2013/08/13,Tue,9:49 AM,Sampling period 7,2.1,64,L,-3.6,3.6
2013/08/13,Tue,4:21 PM,Sampling period 7,5.7,174,H,4.7,4.7
2013/08/13,Tue,11:23 PM,Sampling period 7,1,30,L,-2.7,2.7
2013/08/14,Wed,5:45 AM,Sampling period 7,3.7,113,H,1.1,1.1
2013/08/14,Wed,10:50 AM,Sampling period 7,2.6,79,L,-3.2,3.2
2013/08/14,Wed,5:16 PM,Sampling period 7,5.8,177,H,5.2,5.2
2013/08/15,Thu,12:33 AM,Sampling period 7,0.6,18,L,-3.2,3.2
2013/08/15,Thu,7:18 AM,Sampling period 7,3.8,116,H,1,1
2013/08/15,Thu,12:03 PM,Sampling period 7,2.8,85,L,-3.2,3.2
2013/08/15,Thu,6:18 PM,Sampling period 7,6,183,H,5.8,5.8
2013/08/16,Fri,1:39 AM,Sampling period 7,0.2,6,L,-3.9,3.9
2013/08/16,Fri,8:33 AM,Sampling period 7,4.1,125,H,1.2,1.2
2013/08/16,Fri,1:18 PM,Sampling period 7,2.9,88,L,-3.3,3.3
2013/08/16,Fri,7:21 PM,Sampling period 7,6.2,189,H,6.3,6.3
2013/08/17,Sat,2:39 AM,Sampling period 7,-0.1,-3,L,-4.5,4.5
2013/08/17,Sat,9:31 AM,Sampling period 7,4.4,134,H,1.7,1.7
2013/08/17,Sat,2:26 PM,Sampling period 7,2.7,82,L,-3.7,3.7
2013/08/17,Sat,8:23 PM,Sampling period 7,6.4,195,H,6.8,6.8
2013/08/18,Sun,3:32 AM,Sampling period 7,-0.4,-12,L,-5.2,5.2
2013/08/18,Sun,10:18 AM,Sampling period 7,4.8,146,H,2.4,2.4
2013/08/18,Sun,3:26 PM,Sampling period 7,2.4,73,L,-4.2,4.2
2013/08/18,Sun,9:22 PM,Sampling period 7,6.6,201,H,7.2,7.2
2013/08/19,Mon,4:21 AM,Sampling period 7,-0.6,-18,L,-5.7,5.7
2013/08/19,Mon,11:00 AM,Sampling period 7,5.1,155,H,3,3
2013/08/19,Mon,4:21 PM,Sampling period 7,2.1,64,L,-4.5,4.5
2013/08/19,Mon,10:17 PM,Sampling period 7,6.6,201,H,7.2,7.2
2013/08/20,Tue,5:05 AM,Sampling period 7,-0.6,-18,L,-6,6
2013/08/20,Tue,11:39 AM,Sampling period 7,5.4,165,H,3.7,3.7
2013/08/20,Tue,5:13 PM,Sampling period 7,1.7,52,L,-4.8,4.8
2013/08/20,Tue,11:10 PM,Sampling period 7,6.5,198,H,6.9,6.9
2013/08/21,Wed,5:48 AM,Sampling period 7,-0.4,-12,L,-6,6
2013/08/21,Wed,12:17 PM,Sampling period 7,5.6,171,H,4.2,4.2
2013/08/21,Wed,6:03 PM,Sampling period 7,1.4,43,L,-4.8,4.8
2013/08/22,Thu,12:01 AM,Sampling period 7,6.2,189,H,6.2,6.2
2013/08/22,Thu,6:30 AM,Sampling period 7,0,0,L,-5.8,5.8
2013/08/22,Thu,12:55 PM,Sampling period 7,5.8,177,H,4.6,4.6
2013/08/22,Thu,6:53 PM,Sampling period 7,1.2,37,L,-4.6,4.6
2013/08/23,Fri,12:53 AM,Sampling period 7,5.8,177,H,5.4,5.4
2013/08/23,Fri,7:11 AM,Sampling period 7,0.4,12,L,-5.4,5.4
2013/08/23,Fri,1:32 PM,Sampling period 7,5.8,177,H,4.7,4.7
2013/08/23,Fri,7:44 PM,Sampling period 7,1.1,34,L,-4.2,4.2
2013/08/24,Sat,1:46 AM,Sampling period 7,5.3,162,H,4.3,4.3
2013/08/24,Sat,7:53 AM,Sampling period 7,1,30,L,-4.8,4.8
2013/08/24,Sat,2:10 PM,Sampling period 7,5.8,177,H,4.8,4.8
2013/08/24,Sat,8:37 PM,Sampling period 7,1,30,L,-3.8,3.8
2013/08/25,Sun,2:42 AM,Sampling period 7,4.8,146,H,3.2,3.2
2013/08/25,Sun,8:37 AM,Sampling period 7,1.6,49,L,-4.1,4.1
2013/08/25,Sun,2:49 PM,Sampling period 7,5.7,174,H,4.6,4.6
2013/08/25,Sun,9:33 PM,Sampling period 7,1.1,34,L,-3.2,3.2
2013/08/26,Mon,3:46 AM,Sampling period 7,4.3,131,H,2.2,2.2
2013/08/26,Mon,9:25 AM,Sampling period 7,2.1,64,L,-3.4,3.4
2013/08/26,Mon,3:32 PM,Sampling period 7,5.5,168,H,4.4,4.4
2013/08/26,Mon,10:36 PM,Sampling period 7,1.1,34,L,-2.9,2.9
2013/08/27,Tue,5:01 AM,Sampling period 7,4,122,H,1.4,1.4
2013/08/27,Tue,10:21 AM,Sampling period 7,2.6,79,L,-2.8,2.8
2013/08/27,Tue,4:21 PM,Sampling period 7,5.4,165,H,4.3,4.3
2013/08/27,Tue,11:43 PM,Sampling period 7,1.1,34,L,-2.8,2.8
2013/08/28,Wed,6:27 AM,NA,3.9,119,H,1,1
2013/08/28,Wed,11:28 AM,NA,2.9,88,L,-2.4,2.4
2013/08/28,Wed,5:16 PM,NA,5.3,162,H,4.2,4.2
2013/08/29,Thu,12:52 AM,NA,1.1,34,L,-2.9,2.9
2013/08/29,Thu,7:47 AM,NA,4,122,H,1,1
2013/08/29,Thu,12:39 PM,NA,3,91,L,-2.2,2.2
2013/08/29,Thu,6:15 PM,NA,5.2,158,H,4.3,4.3
2013/08/30,Fri,1:53 AM,NA,0.9,27,L,-3.3,3.3
2013/08/30,Fri,8:47 AM,NA,4.2,128,H,1.2,1.2
2013/08/30,Fri,1:44 PM,NA,3,91,L,-2.3,2.3
2013/08/30,Fri,7:15 PM,NA,5.3,162,H,4.5,4.5
2013/08/31,Sat,2:45 AM,NA,0.8,24,L,-3.6,3.6
2013/08/31,Sat,9:32 AM,NA,4.4,134,H,1.5,1.5
2013/08/31,Sat,2:38 PM,NA,2.9,88,L,-2.5,2.5
2013/08/31,Sat,8:09 PM,NA,5.4,165,H,4.8,4.8
2013/09/01,Sun,3:28 AM,NA,0.6,18,L,-3.9,3.9
2013/09/01,Sun,10:07 AM,NA,4.5,137,H,1.9,1.9
2013/09/01,Sun,3:25 PM,NA,2.6,79,L,-2.9,2.9
2013/09/01,Sun,8:58 PM,NA,5.5,168,H,4.9,4.9
2013/09/02,Mon,4:05 AM,NA,0.6,18,L,-4.1,4.1
2013/09/02,Mon,10:38 AM,NA,4.7,143,H,2.3,2.3
2013/09/02,Mon,4:05 PM,NA,2.4,73,L,-3.2,3.2
2013/09/02,Mon,9:43 PM,NA,5.6,171,H,5.1,5.1
2013/09/03,Tue,4:38 AM,NA,0.5,15,L,-4.4,4.4
2013/09/03,Tue,11:05 AM,NA,4.9,149,H,2.8,2.8
2013/09/03,Tue,4:42 PM,NA,2.1,64,L,-3.5,3.5
2013/09/03,Tue,10:25 PM,NA,5.6,171,H,5,5
2013/09/04,Wed,5:08 AM,NA,0.6,18,L,-4.5,4.5
2013/09/04,Wed,11:31 AM,NA,5.1,155,H,3.3,3.3
2013/09/04,Wed,5:18 PM,NA,1.8,55,L,-3.7,3.7
2013/09/04,Wed,11:06 PM,NA,5.5,168,H,4.8,4.8
2013/09/05,Thu,5:38 AM,NA,0.7,21,L,-4.5,4.5
2013/09/05,Thu,11:58 AM,NA,5.2,158,H,3.7,3.7
2013/09/05,Thu,5:53 PM,NA,1.5,46,L,-3.9,3.9
2013/09/05,Thu,11:48 PM,NA,5.4,165,H,4.5,4.5
2013/09/06,Fri,6:08 AM,NA,0.9,27,L,-4.5,4.5
2013/09/06,Fri,12:26 PM,NA,5.4,165,H,4.2,4.2
2013/09/06,Fri,6:31 PM,NA,1.2,37,L,-4,4
2013/09/07,Sat,12:31 AM,NA,5.2,158,H,4.1,4.1
2013/09/07,Sat,6:40 AM,NA,1.1,34,L,-4.4,4.4
2013/09/07,Sat,12:56 PM,NA,5.5,168,H,4.5,4.5
2013/09/07,Sat,7:11 PM,NA,1,30,L,-4,4
2013/09/08,Sun,1:18 AM,NA,5,152,H,3.5,3.5
2013/09/08,Sun,7:14 AM,NA,1.5,46,L,-4.2,4.2
2013/09/08,Sun,1:30 PM,NA,5.7,174,H,4.9,4.9
2013/09/08,Sun,7:57 PM,NA,0.8,24,L,-3.8,3.8
2013/09/09,Mon,2:10 AM,NA,4.6,140,H,2.7,2.7
2013/09/09,Mon,7:53 AM,NA,1.9,58,L,-3.8,3.8
2013/09/09,Mon,2:09 PM,NA,5.7,174,H,5,5
2013/09/09,Mon,8:48 PM,NA,0.7,21,L,-3.6,3.6
2013/09/10,Tue,3:11 AM,NA,4.3,131,H,2,2
2013/09/10,Tue,8:37 AM,NA,2.3,70,L,-3.4,3.4
2013/09/10,Tue,2:54 PM,NA,5.7,174,H,5.1,5.1
2013/09/10,Tue,9:47 PM,NA,0.6,18,L,-3.5,3.5
2013/09/11,Wed,4:25 AM,NA,4.1,125,H,1.4,1.4
2013/09/11,Wed,9:33 AM,NA,2.7,82,L,-3,3
2013/09/11,Wed,3:47 PM,NA,5.7,174,H,5.2,5.2
2013/09/11,Wed,10:54 PM,NA,0.5,15,L,-3.5,3.5
2013/09/12,Thu,5:48 AM,NA,4,122,H,1.1,1.1
2013/09/12,Thu,10:45 AM,NA,2.9,88,L,-2.8,2.8
2013/09/12,Thu,4:50 PM,NA,5.7,174,H,5.3,5.3
2013/09/13,Fri,12:06 AM,NA,0.4,12,L,-3.8,3.8
2013/09/13,Fri,7:08 AM,NA,4.2,128,H,1.2,1.2
2013/09/13,Fri,12:07 PM,NA,3,91,L,-2.7,2.7
2013/09/13,Fri,6:00 PM,NA,5.7,174,H,5.5,5.5
2013/09/14,Sat,1:14 AM,NA,0.2,6,L,-4.3,4.3
2013/09/14,Sat,8:12 AM,NA,4.5,137,H,1.7,1.7
2013/09/14,Sat,1:24 PM,NA,2.8,85,L,-3,3
2013/09/14,Sat,7:11 PM,NA,5.8,177,H,5.7,5.7
2013/09/15,Sun,2:15 AM,NA,0.1,3,L,-4.7,4.7
2013/09/15,Sun,9:02 AM,NA,4.8,146,H,2.5,2.5
2013/09/15,Sun,2:29 PM,NA,2.3,70,L,-3.6,3.6
2013/09/15,Sun,8:17 PM,NA,5.9,180,H,5.9,5.9
2013/09/16,Mon,3:08 AM,NA,0,0,L,-5.2,5.2
2013/09/16,Mon,9:46 AM,NA,5.2,158,H,3.3,3.3
2013/09/16,Mon,3:25 PM,NA,1.9,58,L,-4.1,4.1
2013/09/16,Mon,9:18 PM,NA,6,183,H,5.9,5.9
2013/09/17,Tue,3:55 AM,NA,0.1,3,L,-5.4,5.4
2013/09/17,Tue,10:25 AM,NA,5.5,168,H,4.1,4.1
2013/09/17,Tue,4:16 PM,NA,1.4,43,L,-4.6,4.6
2013/09/17,Tue,10:14 PM,NA,6,183,H,5.8,5.8
2013/09/18,Wed,4:39 AM,NA,0.2,6,L,-5.5,5.5
2013/09/18,Wed,11:02 AM,NA,5.7,174,H,4.8,4.8
2013/09/18,Wed,5:04 PM,NA,0.9,27,L,-5,5
2013/09/18,Wed,11:07 PM,NA,5.9,180,H,5.4,5.4
2013/09/19,Thu,5:20 AM,NA,0.5,15,L,-5.4,5.4
2013/09/19,Thu,11:37 AM,NA,5.9,180,H,5.3,5.3
2013/09/19,Thu,5:49 PM,NA,0.6,18,L,-5,5
2013/09/19,Thu,11:58 PM,NA,5.6,171,H,4.7,4.7
2013/09/20,Fri,6:00 AM,NA,0.9,27,L,-5,5
2013/09/20,Fri,12:11 PM,NA,5.9,180,H,5.5,5.5
2013/09/20,Fri,6:34 PM,NA,0.4,12,L,-4.9,4.9
2013/09/21,Sat,12:49 AM,NA,5.3,162,H,4,4
2013/09/21,Sat,6:40 AM,NA,1.3,40,L,-4.6,4.6
2013/09/21,Sat,12:45 PM,NA,5.9,180,H,5.5,5.5
2013/09/21,Sat,7:18 PM,NA,0.4,12,L,-4.6,4.6
2013/09/22,Sun,1:40 AM,NA,5,152,H,3.2,3.2
2013/09/22,Sun,7:21 AM,NA,1.8,55,L,-3.9,3.9
2013/09/22,Sun,1:20 PM,NA,5.7,174,H,5.3,5.3
2013/09/22,Sun,8:04 PM,NA,0.4,12,L,-4.2,4.2
2013/09/23,Mon,2:34 AM,NA,4.6,140,H,2.3,2.3
2013/09/23,Mon,8:04 AM,NA,2.3,70,L,-3.3,3.3
2013/09/23,Mon,1:57 PM,NA,5.6,171,H,5,5
2013/09/23,Mon,8:53 PM,NA,0.6,18,L,-3.7,3.7
2013/09/24,Tue,3:34 AM,NA,4.3,131,H,1.6,1.6
2013/09/24,Tue,8:53 AM,NA,2.7,82,L,-2.6,2.6
2013/09/24,Tue,2:38 PM,NA,5.3,162,H,4.6,4.6
2013/09/24,Tue,9:47 PM,NA,0.7,21,L,-3.4,3.4
2013/09/25,Wed,4:43 AM,NA,4.1,125,H,1.1,1.1
2013/09/25,Wed,9:52 AM,NA,3,91,L,-2.1,2.1
2013/09/25,Wed,3:26 PM,NA,5.1,155,H,4.2,4.2
2013/09/25,Wed,10:48 PM,NA,0.9,27,L,-3.1,3.1
2013/09/26,Thu,5:58 AM,NA,4,122,H,0.8,0.8
2013/09/26,Thu,11:04 AM,NA,3.2,98,L,-1.7,1.7
2013/09/26,Thu,4:23 PM,NA,4.9,149,H,3.9,3.9
2013/09/26,Thu,11:54 PM,NA,1,30,L,-3.1,3.1
2013/09/27,Fri,7:07 AM,NA,4.1,125,H,1,1
2013/09/27,Fri,12:19 PM,NA,3.1,94,L,-1.7,1.7
2013/09/27,Fri,5:28 PM,NA,4.8,146,H,3.8,3.8
2013/09/28,Sat,12:57 AM,NA,1,30,L,-3.3,3.3
2013/09/28,Sat,8:00 AM,NA,4.3,131,H,1.4,1.4
2013/09/28,Sat,1:24 PM,NA,2.9,88,L,-1.8,1.8
2013/09/28,Sat,6:35 PM,NA,4.7,143,H,3.7,3.7
2013/09/29,Sun,1:52 AM,NA,1,30,L,-3.5,3.5
2013/09/29,Sun,8:41 AM,NA,4.5,137,H,1.9,1.9
2013/09/29,Sun,2:18 PM,NA,2.6,79,L,-2.2,2.2
2013/09/29,Sun,7:37 PM,NA,4.8,146,H,3.8,3.8
2013/09/30,Mon,2:38 AM,NA,1,30,L,-3.7,3.7
2013/09/30,Mon,9:14 AM,NA,4.7,143,H,2.5,2.5
2013/09/30,Mon,3:03 PM,NA,2.2,67,L,-2.7,2.7
2013/09/30,Mon,8:33 PM,NA,4.9,149,H,4,4
2013/10/01,Tue,3:17 AM,NA,0.9,27,L,-4,4
2013/10/01,Tue,9:43 AM,NA,4.9,149,H,3.1,3.1
2013/10/01,Tue,3:42 PM,NA,1.8,55,L,-3.2,3.2
2013/10/01,Tue,9:23 PM,NA,5,152,H,4,4
2013/10/02,Wed,3:52 AM,NA,1,30,L,-4.2,4.2
2013/10/02,Wed,10:11 AM,NA,5.2,158,H,3.8,3.8
2013/10/02,Wed,4:19 PM,NA,1.4,43,L,-3.7,3.7
2013/10/02,Wed,10:10 PM,NA,5.1,155,H,4,4
2013/10/03,Thu,4:26 AM,NA,1.1,34,L,-4.3,4.3
2013/10/03,Thu,10:39 AM,NA,5.4,165,H,4.4,4.4
