Buoy,#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
46213,2014,1,3,19,54,NA,NA,NA,2.16,14.29,9.18,302,NA,NA,10.6,NA,NA,NA
46213,2014,1,3,20,24,NA,NA,NA,2.39,14.29,9.72,305,NA,NA,10.6,NA,NA,NA
46213,2014,1,3,20,54,NA,NA,NA,2.15,14.29,9.13,304,NA,NA,10.6,NA,NA,NA
46213,2014,1,3,21,24,NA,NA,NA,2.24,14.29,9.03,307,NA,NA,10.7,NA,NA,NA
46213,2014,1,3,21,54,NA,NA,NA,2.38,14.29,9.52,311,NA,NA,10.7,NA,NA,NA
46213,2014,1,3,22,24,NA,NA,NA,2.35,13.33,8.68,299,NA,NA,10.8,NA,NA,NA
46213,2014,1,3,22,54,NA,NA,NA,2.38,14.29,8.78,304,NA,NA,10.8,NA,NA,NA
46213,2014,1,3,23,24,NA,NA,NA,2.3,14.29,8.46,315,NA,NA,10.8,NA,NA,NA
46213,2014,1,3,23,54,NA,NA,NA,2.21,14.29,8.28,305,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,0,24,NA,NA,NA,2.23,13.33,8.11,291,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,0,54,NA,NA,NA,2.37,13.33,8.17,297,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,1,24,NA,NA,NA,2.12,14.29,7.79,298,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,1,54,NA,NA,NA,2.21,14.29,7.98,304,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,2,24,NA,NA,NA,2.5,13.33,9.02,294,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,2,54,NA,NA,NA,2.36,14.29,7.99,311,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,3,24,NA,NA,NA,2.52,12.5,7.67,302,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,3,54,NA,NA,NA,2.61,13.33,7.92,294,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,4,24,NA,NA,NA,2.45,13.33,7.68,290,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,4,54,NA,NA,NA,2.79,13.33,7.98,299,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,5,24,NA,NA,NA,2.81,14.29,8.21,297,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,5,54,NA,NA,NA,3.07,14.29,8.52,299,NA,NA,10.8,NA,NA,NA
46213,2014,1,4,8,54,NA,NA,NA,3.09,13.33,7.99,311,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,10,24,NA,NA,NA,3.24,13.33,7.7,307,NA,NA,11,NA,NA,NA
46213,2014,1,4,10,54,NA,NA,NA,3.42,9.09,8.02,342,NA,NA,11.1,NA,NA,NA
46213,2014,1,4,11,24,NA,NA,NA,3.17,13.33,7.9,304,NA,NA,11.1,NA,NA,NA
46213,2014,1,4,11,54,NA,NA,NA,3.01,12.5,7.88,309,NA,NA,11,NA,NA,NA
46213,2014,1,4,12,24,NA,NA,NA,2.86,9.09,7.58,339,NA,NA,11,NA,NA,NA
46213,2014,1,4,12,54,NA,NA,NA,2.86,9.09,7.37,339,NA,NA,11,NA,NA,NA
46213,2014,1,4,13,24,NA,NA,NA,2.92,13.33,7.75,287,NA,NA,11,NA,NA,NA
46213,2014,1,4,13,54,NA,NA,NA,2.95,11.11,7.68,307,NA,NA,11,NA,NA,NA
46213,2014,1,4,14,24,NA,NA,NA,2.95,12.5,7.76,295,NA,NA,11,NA,NA,NA
46213,2014,1,4,14,54,NA,NA,NA,2.84,9.09,7.86,340,NA,NA,11,NA,NA,NA
46213,2014,1,4,15,24,NA,NA,NA,2.92,9.09,7.74,337,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,15,54,NA,NA,NA,3.07,8.33,7.82,340,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,16,24,NA,NA,NA,3.02,9.09,7.72,342,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,16,54,NA,NA,NA,2.93,9.09,7.53,340,NA,NA,10.8,NA,NA,NA
46213,2014,1,4,17,24,NA,NA,NA,3.11,9.09,7.8,340,NA,NA,10.8,NA,NA,NA
46213,2014,1,4,17,54,NA,NA,NA,2.82,8.33,7.68,349,NA,NA,10.7,NA,NA,NA
46213,2014,1,4,18,24,NA,NA,NA,2.87,9.09,7.66,344,NA,NA,10.7,NA,NA,NA
46213,2014,1,4,18,54,NA,NA,NA,2.98,9.09,7.99,342,NA,NA,10.7,NA,NA,NA
46213,2014,1,4,19,24,NA,NA,NA,2.59,9.09,7.75,350,NA,NA,10.7,NA,NA,NA
46213,2014,1,4,19,54,NA,NA,NA,2.74,9.09,8.07,352,NA,NA,10.7,NA,NA,NA
46213,2014,1,4,20,24,NA,NA,NA,2.78,9.09,8.17,354,NA,NA,10.8,NA,NA,NA
46213,2014,1,4,20,54,NA,NA,NA,2.5,9.09,7.76,352,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,21,24,NA,NA,NA,2.51,8.33,7.69,359,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,21,54,NA,NA,NA,2.35,12.5,7.54,323,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,22,24,NA,NA,NA,2.45,8.33,7.58,359,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,22,54,NA,NA,NA,2.36,11.76,7.53,321,NA,NA,10.9,NA,NA,NA
46213,2014,1,4,23,24,NA,NA,NA,2.34,8.33,7.46,349,NA,NA,11,NA,NA,NA
46213,2014,1,4,23,54,NA,NA,NA,2.19,11.11,7.62,318,NA,NA,11,NA,NA,NA
46213,2014,1,5,0,24,NA,NA,NA,2.19,12.5,7.66,308,NA,NA,11,NA,NA,NA
46213,2014,1,5,0,54,NA,NA,NA,2.14,8.33,7.58,3,NA,NA,11,NA,NA,NA
46213,2014,1,5,1,24,NA,NA,NA,2.12,7.69,7.9,354,NA,NA,11,NA,NA,NA
46213,2014,1,5,1,54,NA,NA,NA,1.97,7.69,7.57,359,NA,NA,11,NA,NA,NA
46213,2014,1,5,2,24,NA,NA,NA,1.98,7.69,7.58,347,NA,NA,11,NA,NA,NA
46213,2014,1,5,2,54,NA,NA,NA,2.18,8.33,7.7,340,NA,NA,11,NA,NA,NA
46213,2014,1,5,3,24,NA,NA,NA,2.13,9.09,7.89,340,NA,NA,10.9,NA,NA,NA
46213,2014,1,5,3,54,NA,NA,NA,1.93,9.09,7.68,335,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,4,24,NA,NA,NA,1.94,9.09,7.56,332,NA,NA,10.6,NA,NA,NA
46213,2014,1,5,4,54,NA,NA,NA,2.26,8.33,7.51,350,NA,NA,10.4,NA,NA,NA
46213,2014,1,5,5,24,NA,NA,NA,2.28,8.33,7.45,354,NA,NA,10.2,NA,NA,NA
46213,2014,1,5,5,54,NA,NA,NA,2.23,8.33,7.5,349,NA,NA,10.1,NA,NA,NA
46213,2014,1,5,6,24,NA,NA,NA,2.04,8.33,7.41,344,NA,NA,10.1,NA,NA,NA
46213,2014,1,5,6,54,NA,NA,NA,1.88,8.33,7.34,349,NA,NA,10.1,NA,NA,NA
46213,2014,1,5,7,24,NA,NA,NA,1.86,8.33,7.21,339,NA,NA,10.1,NA,NA,NA
46213,2014,1,5,7,54,NA,NA,NA,1.37,7.69,7.3,347,NA,NA,10.5,NA,NA,NA
46213,2014,1,5,8,24,NA,NA,NA,1.3,10.53,7.12,308,NA,NA,10.7,NA,NA,NA
46213,2014,1,5,8,54,NA,NA,NA,1.44,11.76,7.44,316,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,9,54,NA,NA,NA,1.46,7.69,7.27,356,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,10,24,NA,NA,NA,1.31,11.11,7.31,309,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,10,54,NA,NA,NA,1.42,8.33,7.17,356,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,11,24,NA,NA,NA,1.38,7.69,7.28,1,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,11,54,NA,NA,NA,1.3,10.53,7.19,319,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,12,24,NA,NA,NA,1.38,8.33,7.48,339,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,12,54,NA,NA,NA,1.44,7.69,7.5,347,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,13,24,NA,NA,NA,1.32,7.69,7.21,349,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,13,54,NA,NA,NA,1.24,7.69,7.08,350,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,14,24,NA,NA,NA,1.3,7.69,7.4,340,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,14,54,NA,NA,NA,1.32,7.69,7.52,344,NA,NA,10.8,NA,NA,NA
46213,2014,1,5,15,24,NA,NA,NA,1.08,7.69,7.27,337,NA,NA,10.7,NA,NA,NA
46213,2014,1,5,15,54,NA,NA,NA,1.17,7.69,7.52,332,NA,NA,10.6,NA,NA,NA
46213,2014,1,5,16,24,NA,NA,NA,1.16,7.14,7.32,336,NA,NA,10.6,NA,NA,NA
46213,2014,1,5,16,54,NA,NA,NA,1.19,7.69,7.44,325,NA,NA,10.4,NA,NA,NA
46213,2014,1,5,17,24,NA,NA,NA,1.17,7.69,7.25,322,NA,NA,10.4,NA,NA,NA
46213,2014,1,5,18,24,NA,NA,NA,1.24,8.33,6.97,328,NA,NA,10.5,NA,NA,NA
46213,2014,1,5,18,54,NA,NA,NA,1.2,7.14,6.9,335,NA,NA,10.5,NA,NA,NA
46213,2014,1,5,19,24,NA,NA,NA,1.12,7.14,7.29,336,NA,NA,10.5,NA,NA,NA
46213,2014,1,5,19,54,NA,NA,NA,1.15,7.14,7.25,344,NA,NA,10.5,NA,NA,NA
46213,2014,1,5,20,24,NA,NA,NA,1.15,16.67,7.23,298,NA,NA,10.5,NA,NA,NA
46213,2014,1,5,20,54,NA,NA,NA,1.03,7.14,7.13,336,NA,NA,10.5,NA,NA,NA
46213,2014,1,5,21,24,NA,NA,NA,1.01,16.67,7.43,298,NA,NA,10.5,NA,NA,NA
46213,2014,1,5,21,54,NA,NA,NA,0.95,16.67,7.28,291,NA,NA,10.5,NA,NA,NA
46213,2014,1,5,22,24,NA,NA,NA,0.96,16.67,7.29,301,NA,NA,10.5,NA,NA,NA
46213,2014,1,5,22,54,NA,NA,NA,0.91,16.67,7.76,298,NA,NA,10.5,NA,NA,NA
46213,2014,1,5,23,24,NA,NA,NA,0.91,16.67,8.05,299,NA,NA,10.6,NA,NA,NA
46213,2014,1,5,23,54,NA,NA,NA,0.86,16.67,7.56,299,NA,NA,10.6,NA,NA,NA
46213,2014,1,6,0,24,NA,NA,NA,0.87,15.38,8.02,304,NA,NA,10.7,NA,NA,NA
46213,2014,1,6,0,54,NA,NA,NA,0.85,16.67,7.98,288,NA,NA,10.8,NA,NA,NA
46213,2014,1,6,1,24,NA,NA,NA,0.85,15.38,8.23,292,NA,NA,10.8,NA,NA,NA
46213,2014,1,6,1,54,NA,NA,NA,0.87,15.38,8.06,301,NA,NA,10.7,NA,NA,NA
46213,2014,1,6,2,24,NA,NA,NA,0.93,12.5,8.45,274,NA,NA,10.6,NA,NA,NA
46213,2014,1,6,2,54,NA,NA,NA,0.92,16.67,8.52,301,NA,NA,10.6,NA,NA,NA
46213,2014,1,6,3,24,NA,NA,NA,0.91,15.38,8.84,304,NA,NA,10.6,NA,NA,NA
46213,2014,1,6,3,54,NA,NA,NA,1,15.38,9.12,297,NA,NA,10.5,NA,NA,NA
46213,2014,1,6,4,24,NA,NA,NA,0.94,15.38,8.85,294,NA,NA,10.5,NA,NA,NA
46213,2014,1,6,4,54,NA,NA,NA,1.05,15.38,9.41,287,NA,NA,10.6,NA,NA,NA
46213,2014,1,6,5,24,NA,NA,NA,1.01,14.29,9.34,267,NA,NA,10.8,NA,NA,NA
46213,2014,1,6,5,54,NA,NA,NA,1,15.38,8.68,302,NA,NA,11,NA,NA,NA
46213,2014,1,6,6,24,NA,NA,NA,1.05,15.38,8.63,291,NA,NA,11.2,NA,NA,NA
46213,2014,1,6,6,54,NA,NA,NA,1.05,15.38,9.1,292,NA,NA,11.3,NA,NA,NA
46213,2014,1,6,8,24,NA,NA,NA,0.97,11.11,7.77,283,NA,NA,11.4,NA,NA,NA
46213,2014,1,6,8,54,NA,NA,NA,1.09,15.38,8.96,301,NA,NA,11.4,NA,NA,NA
46213,2014,1,6,9,24,NA,NA,NA,1.03,11.76,9.07,269,NA,NA,11.4,NA,NA,NA
