Buoy,#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
46214,2014,1,2,4,26,NA,NA,NA,1.58,13.33,9.36,290,NA,NA,11.2,NA,NA,NA
46214,2014,1,2,4,56,NA,NA,NA,1.74,14.29,9.89,290,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,5,26,NA,NA,NA,1.61,13.33,9.17,301,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,5,56,NA,NA,NA,1.74,13.33,9.36,298,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,6,26,NA,NA,NA,1.7,13.33,9.02,301,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,6,56,NA,NA,NA,1.64,13.33,8.91,281,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,7,26,NA,NA,NA,1.67,13.33,8.87,292,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,7,56,NA,NA,NA,1.58,13.33,8.55,291,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,8,26,NA,NA,NA,1.57,12.5,8.6,297,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,8,56,NA,NA,NA,1.72,13.33,8.96,287,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,9,26,NA,NA,NA,1.37,13.33,7.51,298,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,9,56,NA,NA,NA,1.57,13.33,8.55,280,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,10,26,NA,NA,NA,1.53,13.33,8.52,285,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,10,56,NA,NA,NA,1.38,13.33,8.14,280,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,11,26,NA,NA,NA,1.51,13.33,8.68,287,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,11,56,NA,NA,NA,1.45,12.5,8.56,294,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,12,26,NA,NA,NA,1.41,12.5,8.61,298,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,12,56,NA,NA,NA,1.5,13.33,9.23,284,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,13,26,NA,NA,NA,1.36,13.33,8.61,292,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,13,56,NA,NA,NA,1.41,11.76,8.91,284,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,14,26,NA,NA,NA,1.29,13.33,8.63,291,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,14,56,NA,NA,NA,1.33,12.5,8.82,295,NA,NA,11,NA,NA,NA
46214,2014,1,2,15,26,NA,NA,NA,1.36,12.5,9.22,287,NA,NA,11,NA,NA,NA
46214,2014,1,2,15,56,NA,NA,NA,1.27,12.5,8.73,291,NA,NA,11,NA,NA,NA
46214,2014,1,2,16,26,NA,NA,NA,1.3,13.33,8.62,277,NA,NA,11,NA,NA,NA
46214,2014,1,2,16,56,NA,NA,NA,1.34,13.33,8.98,294,NA,NA,11,NA,NA,NA
46214,2014,1,2,17,26,NA,NA,NA,1.15,13.33,8.65,270,NA,NA,11,NA,NA,NA
46214,2014,1,2,17,56,NA,NA,NA,1.27,13.33,9.02,273,NA,NA,11,NA,NA,NA
46214,2014,1,2,18,26,NA,NA,NA,1.29,12.5,9.08,273,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,18,56,NA,NA,NA,1.37,12.5,9.49,274,NA,NA,11.1,NA,NA,NA
46214,2014,1,2,19,26,NA,NA,NA,1.36,12.5,9.27,287,NA,NA,11.2,NA,NA,NA
46214,2014,1,2,19,56,NA,NA,NA,1.25,11.76,8.79,285,NA,NA,11.2,NA,NA,NA
46214,2014,1,2,20,26,NA,NA,NA,1.23,12.5,8.57,274,NA,NA,11.2,NA,NA,NA
46214,2014,1,2,20,56,NA,NA,NA,1.33,12.5,8.96,267,NA,NA,11.2,NA,NA,NA
46214,2014,1,2,21,26,NA,NA,NA,1.26,12.5,8.64,283,NA,NA,11.2,NA,NA,NA
46214,2014,1,2,21,56,NA,NA,NA,1.39,11.76,9.11,277,NA,NA,11.2,NA,NA,NA
46214,2014,1,2,22,26,NA,NA,NA,1.34,11.11,8.99,276,NA,NA,11.2,NA,NA,NA
46214,2014,1,2,22,56,NA,NA,NA,1.25,11.11,8.87,278,NA,NA,11.2,NA,NA,NA
46214,2014,1,2,23,26,NA,NA,NA,1.38,12.5,9.26,274,NA,NA,11.2,NA,NA,NA
46214,2014,1,2,23,56,NA,NA,NA,1.33,13.33,9.28,256,NA,NA,11.2,NA,NA,NA
46214,2014,1,3,0,26,NA,NA,NA,1.31,12.5,9.3,271,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,0,56,NA,NA,NA,1.27,13.33,9.09,264,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,1,26,NA,NA,NA,1.41,11.76,9.18,270,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,1,56,NA,NA,NA,1.28,12.5,8.96,281,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,2,26,NA,NA,NA,1.32,11.76,9.31,281,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,2,56,NA,NA,NA,1.29,12.5,8.79,277,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,3,26,NA,NA,NA,1.22,12.5,8.71,287,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,3,56,NA,NA,NA,1.37,12.5,9.38,276,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,4,26,NA,NA,NA,1.28,11.76,8.91,283,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,4,56,NA,NA,NA,1.25,15.38,9.22,295,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,5,26,NA,NA,NA,1.29,11.76,9.33,283,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,5,56,NA,NA,NA,1.25,11.76,9.03,284,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,6,26,NA,NA,NA,1.23,11.11,8.39,285,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,6,56,NA,NA,NA,1.34,15.38,9.05,302,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,7,26,NA,NA,NA,1.3,11.76,8.42,292,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,7,56,NA,NA,NA,1.37,15.38,8.7,295,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,8,26,NA,NA,NA,1.32,15.38,8.49,299,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,8,56,NA,NA,NA,1.35,11.11,7.98,294,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,9,26,NA,NA,NA,1.26,12.5,8.07,287,NA,NA,11,NA,NA,NA
46214,2014,1,3,9,56,NA,NA,NA,1.25,11.76,8.1,292,NA,NA,11,NA,NA,NA
46214,2014,1,3,10,26,NA,NA,NA,1.34,11.76,8.7,294,NA,NA,11,NA,NA,NA
46214,2014,1,3,10,56,NA,NA,NA,1.33,11.11,8.93,287,NA,NA,11,NA,NA,NA
46214,2014,1,3,11,26,NA,NA,NA,1.35,11.11,8.96,298,NA,NA,11,NA,NA,NA
46214,2014,1,3,11,56,NA,NA,NA,1.46,15.38,9.75,301,NA,NA,11,NA,NA,NA
46214,2014,1,3,12,26,NA,NA,NA,1.32,11.76,8.73,292,NA,NA,11,NA,NA,NA
46214,2014,1,3,12,56,NA,NA,NA,1.34,10.53,9.01,285,NA,NA,11,NA,NA,NA
46214,2014,1,3,13,26,NA,NA,NA,1.39,16.67,9.11,302,NA,NA,11,NA,NA,NA
46214,2014,1,3,13,56,NA,NA,NA,1.51,15.38,9.82,302,NA,NA,11,NA,NA,NA
46214,2014,1,3,14,26,NA,NA,NA,1.47,15.38,9.54,302,NA,NA,11,NA,NA,NA
46214,2014,1,3,14,56,NA,NA,NA,1.55,15.38,10.56,299,NA,NA,11,NA,NA,NA
46214,2014,1,3,15,26,NA,NA,NA,1.43,16.67,10.13,307,NA,NA,11,NA,NA,NA
46214,2014,1,3,15,56,NA,NA,NA,1.49,16.67,10.12,311,NA,NA,11,NA,NA,NA
46214,2014,1,3,16,26,NA,NA,NA,1.54,15.38,10.51,302,NA,NA,11,NA,NA,NA
46214,2014,1,3,16,56,NA,NA,NA,1.61,15.38,10.84,314,NA,NA,11,NA,NA,NA
46214,2014,1,3,17,26,NA,NA,NA,1.55,16.67,10.9,315,NA,NA,11,NA,NA,NA
46214,2014,1,3,17,56,NA,NA,NA,1.56,15.38,10.79,304,NA,NA,11,NA,NA,NA
46214,2014,1,3,18,26,NA,NA,NA,1.55,15.38,11.04,309,NA,NA,11,NA,NA,NA
46214,2014,1,3,18,56,NA,NA,NA,1.74,14.29,11.15,311,NA,NA,11,NA,NA,NA
46214,2014,1,3,19,26,NA,NA,NA,1.61,15.38,11.05,307,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,19,56,NA,NA,NA,1.69,15.38,10.98,308,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,20,26,NA,NA,NA,1.7,15.38,11.19,299,NA,NA,11.1,NA,NA,NA
46214,2014,1,3,20,56,NA,NA,NA,2,15.38,11.81,309,NA,NA,11.2,NA,NA,NA
46214,2014,1,3,21,26,NA,NA,NA,1.94,15.38,11.39,304,NA,NA,11.2,NA,NA,NA
46214,2014,1,3,21,56,NA,NA,NA,1.89,15.38,11.26,314,NA,NA,11.2,NA,NA,NA
46214,2014,1,3,22,26,NA,NA,NA,1.97,15.38,10.84,312,NA,NA,11.2,NA,NA,NA
46214,2014,1,3,22,56,NA,NA,NA,2.01,15.38,10.28,308,NA,NA,11.2,NA,NA,NA
46214,2014,1,3,23,26,NA,NA,NA,2.08,14.29,9.72,304,NA,NA,11.2,NA,NA,NA
46214,2014,1,3,23,56,NA,NA,NA,1.99,15.38,8.56,307,NA,NA,11.2,NA,NA,NA
46214,2014,1,4,0,26,NA,NA,NA,2.22,15.38,8.91,304,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,0,56,NA,NA,NA,2.19,14.29,9.41,298,NA,NA,11.2,NA,NA,NA
46214,2014,1,4,1,26,NA,NA,NA,1.94,14.29,8.29,312,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,1,56,NA,NA,NA,2.15,14.29,9.01,305,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,2,26,NA,NA,NA,2.03,14.29,8.27,301,NA,NA,11.2,NA,NA,NA
46214,2014,1,4,2,56,NA,NA,NA,2.34,14.29,8.52,304,NA,NA,11.2,NA,NA,NA
46214,2014,1,4,3,26,NA,NA,NA,2.29,14.29,7.74,292,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,3,56,NA,NA,NA,2.47,13.33,8.01,298,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,4,26,NA,NA,NA,2.68,14.29,8.35,311,NA,NA,11,NA,NA,NA
46214,2014,1,4,4,56,NA,NA,NA,2.64,14.29,7.64,304,NA,NA,11,NA,NA,NA
46214,2014,1,4,5,26,NA,NA,NA,2.64,13.33,7.48,301,NA,NA,11,NA,NA,NA
46214,2014,1,4,5,56,NA,NA,NA,2.83,13.33,7.56,294,NA,NA,11,NA,NA,NA
46214,2014,1,4,6,26,NA,NA,NA,2.54,14.29,7.79,302,NA,NA,11,NA,NA,NA
46214,2014,1,4,6,56,NA,NA,NA,2.59,13.33,8.02,299,NA,NA,11,NA,NA,NA
46214,2014,1,4,7,26,NA,NA,NA,2.77,14.29,8.27,302,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,7,56,NA,NA,NA,2.5,13.33,8.01,302,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,8,26,NA,NA,NA,2.44,13.33,7.72,307,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,8,56,NA,NA,NA,2.58,13.33,7.92,297,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,9,26,NA,NA,NA,2.75,13.33,8.53,302,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,10,26,NA,NA,NA,2.47,12.5,8.11,295,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,10,56,NA,NA,NA,2.56,13.33,8.16,295,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,11,26,NA,NA,NA,2.55,14.29,8.09,302,NA,NA,11,NA,NA,NA
46214,2014,1,4,11,56,NA,NA,NA,2.37,14.29,7.83,304,NA,NA,11,NA,NA,NA
46214,2014,1,4,12,26,NA,NA,NA,2.35,12.5,7.68,302,NA,NA,11,NA,NA,NA
46214,2014,1,4,12,56,NA,NA,NA,2.25,13.33,7.47,309,NA,NA,11,NA,NA,NA
46214,2014,1,4,13,26,NA,NA,NA,2.52,13.33,8.03,302,NA,NA,11,NA,NA,NA
46214,2014,1,4,13,56,NA,NA,NA,2.52,12.5,7.91,304,NA,NA,11,NA,NA,NA
46214,2014,1,4,14,26,NA,NA,NA,2.48,13.33,7.87,295,NA,NA,11,NA,NA,NA
46214,2014,1,4,14,56,NA,NA,NA,2.54,13.33,7.91,297,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,15,26,NA,NA,NA,2.41,14.29,7.96,301,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,15,56,NA,NA,NA,2.55,13.33,8.24,295,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,16,26,NA,NA,NA,2.36,12.5,7.87,298,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,16,56,NA,NA,NA,2.41,13.33,8.25,304,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,17,26,NA,NA,NA,2.22,11.76,8.02,299,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,17,56,NA,NA,NA,2.38,14.29,8.3,294,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,18,26,NA,NA,NA,2.49,13.33,8.53,302,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,18,56,NA,NA,NA,2.36,12.5,8.41,307,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,19,26,NA,NA,NA,2.53,12.5,8.75,299,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,19,56,NA,NA,NA,2.65,12.5,8.96,311,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,20,26,NA,NA,NA,2.49,11.76,8.75,302,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,20,56,NA,NA,NA,2.55,12.5,8.66,298,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,21,26,NA,NA,NA,2.53,10.53,8.69,309,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,21,56,NA,NA,NA,2.33,11.11,8.24,308,NA,NA,11.2,NA,NA,NA
46214,2014,1,4,22,26,NA,NA,NA,2.27,12.5,8.31,312,NA,NA,11.2,NA,NA,NA
46214,2014,1,4,22,56,NA,NA,NA,2.31,9.09,8.1,332,NA,NA,11.1,NA,NA,NA
46214,2014,1,4,23,26,NA,NA,NA,2.13,9.09,7.98,326,NA,NA,11.2,NA,NA,NA
46214,2014,1,4,23,56,NA,NA,NA,2.22,11.76,7.91,305,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,0,26,NA,NA,NA,2,12.5,7.68,319,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,0,56,NA,NA,NA,2.33,9.09,8.14,336,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,1,26,NA,NA,NA,2.1,11.11,7.79,309,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,1,56,NA,NA,NA,2.05,12.5,8.02,305,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,2,26,NA,NA,NA,2.17,11.11,8.08,311,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,2,56,NA,NA,NA,1.88,12.5,7.66,309,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,3,26,NA,NA,NA,2.13,9.09,8,329,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,3,56,NA,NA,NA,2.03,9.88,8,322,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,4,26,NA,NA,NA,2.06,9.88,8.11,333,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,4,56,NA,NA,NA,1.79,9.88,7.52,322,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,5,26,NA,NA,NA,1.91,9.09,7.95,328,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,6,26,NA,NA,NA,1.71,9.09,7.55,326,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,6,56,NA,NA,NA,1.72,9.88,7.62,321,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,7,26,NA,NA,NA,1.66,9.09,7.48,325,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,7,56,NA,NA,NA,1.72,11.76,7.69,302,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,8,26,NA,NA,NA,1.84,9.09,7.76,332,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,8,56,NA,NA,NA,1.79,9.09,7.93,329,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,9,26,NA,NA,NA,1.7,11.76,8.15,314,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,9,56,NA,NA,NA,1.69,9.88,8.02,325,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,10,26,NA,NA,NA,1.54,11.76,7.96,316,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,10,56,NA,NA,NA,1.57,11.11,7.89,308,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,11,26,NA,NA,NA,1.44,11.76,7.43,321,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,11,56,NA,NA,NA,1.47,9.09,7.79,326,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,12,26,NA,NA,NA,1.47,9.88,7.29,316,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,12,56,NA,NA,NA,1.45,9.09,7.41,330,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,13,26,NA,NA,NA,1.37,9.09,7.4,328,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,13,56,NA,NA,NA,1.49,9.09,7.51,328,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,14,26,NA,NA,NA,1.36,11.76,7.54,314,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,14,56,NA,NA,NA,1.28,11.11,7.46,305,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,15,26,NA,NA,NA,1.36,9.09,7.67,326,NA,NA,11,NA,NA,NA
46214,2014,1,5,15,56,NA,NA,NA,1.33,9.09,7.52,330,NA,NA,11,NA,NA,NA
46214,2014,1,5,16,26,NA,NA,NA,1.29,9.09,7.48,328,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,16,56,NA,NA,NA,1.25,8.33,7.42,333,NA,NA,11,NA,NA,NA
46214,2014,1,5,17,26,NA,NA,NA,1.19,8.33,7.37,330,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,17,56,NA,NA,NA,1.27,10.53,7.46,315,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,18,26,NA,NA,NA,1.22,8.33,7.34,335,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,18,56,NA,NA,NA,1.1,8.33,7.38,337,NA,NA,11.1,NA,NA,NA
46214,2014,1,5,19,26,NA,NA,NA,1.18,8.33,7.42,340,NA,NA,11.2,NA,NA,NA
46214,2014,1,5,19,56,NA,NA,NA,1.06,8.33,7.38,340,NA,NA,11.3,NA,NA,NA
46214,2014,1,5,20,26,NA,NA,NA,1.09,8.33,7.29,339,NA,NA,11.3,NA,NA,NA
46214,2014,1,5,20,56,NA,NA,NA,1.06,10.53,7.37,311,NA,NA,11.3,NA,NA,NA
46214,2014,1,5,21,26,NA,NA,NA,1.1,8.33,7.37,328,NA,NA,11.3,NA,NA,NA
46214,2014,1,5,21,56,NA,NA,NA,1.12,16.67,7.55,288,NA,NA,11.4,NA,NA,NA
46214,2014,1,5,22,26,NA,NA,NA,1.06,8.33,7.4,325,NA,NA,11.4,NA,NA,NA
46214,2014,1,5,22,56,NA,NA,NA,1.05,8.33,7.19,339,NA,NA,11.4,NA,NA,NA
46214,2014,1,5,23,26,NA,NA,NA,1.02,16.67,7.26,284,NA,NA,11.5,NA,NA,NA
46214,2014,1,5,23,56,NA,NA,NA,1.03,16.67,7.2,297,NA,NA,11.4,NA,NA,NA
46214,2014,1,6,0,26,NA,NA,NA,0.98,8.33,7.06,326,NA,NA,11.4,NA,NA,NA
46214,2014,1,6,0,56,NA,NA,NA,0.96,8.33,7.08,329,NA,NA,11.3,NA,NA,NA
46214,2014,1,6,1,26,NA,NA,NA,0.96,16.67,7.35,302,NA,NA,11.3,NA,NA,NA
46214,2014,1,6,1,56,NA,NA,NA,0.96,16.67,7.8,294,NA,NA,11.2,NA,NA,NA
46214,2014,1,6,2,26,NA,NA,NA,0.97,16.67,7.5,302,NA,NA,11.3,NA,NA,NA
46214,2014,1,6,2,56,NA,NA,NA,0.9,16.67,7.22,288,NA,NA,11.2,NA,NA,NA
46214,2014,1,6,3,26,NA,NA,NA,0.95,16.67,7.27,287,NA,NA,11.2,NA,NA,NA
46214,2014,1,6,3,56,NA,NA,NA,1.02,15.38,6.93,291,NA,NA,11.2,NA,NA,NA
46214,2014,1,6,4,26,NA,NA,NA,0.93,15.38,6.59,301,NA,NA,11.2,NA,NA,NA
46214,2014,1,6,4,56,NA,NA,NA,0.9,15.38,6.47,285,NA,NA,11.2,NA,NA,NA
46214,2014,1,6,5,26,NA,NA,NA,0.93,15.38,7.04,305,NA,NA,11.1,NA,NA,NA
